random,date,hour,cloud_coverage,visibility,temperature,dewpoint,relative_humidity,wind_speed,station_pressure,altimeter,solar_energy
0.277759816,4/21/2016,16,0.75,9.96,19.31,12.6,60.77,10.37,28.99,29.78,943.25
0.366581286,4/21/2016,17,0.65,9.77,16.11,10.9,74,8.69,29.02,29.81,373
0.805769333,4/22/2016,6,0.25,9.47,11.74,11.05,88.38,4,29.11,29.91,109.7
0.084464429,4/22/2016,7,0,9.96,14.03,11.48,81.88,9.64,29.13,29.92,925
0.033490324,4/22/2016,8,0,10,15.95,11.71,73.84,12.56,29.15,29.94,2277.25
0.054201103,4/22/2016,9,0.8,10,17.57,11.42,66.08,11.4,29.17,29.96,3519
0.433046902,4/22/2016,10,0.28,10,18.16,11.78,67.32,13.24,29.19,29.99,4488.5
0.40096827,4/22/2016,11,0.74,7.44,17.9,12.35,76.69,15.8,29.21,30.01,4446.5
0.320689216,4/22/2016,12,0.81,8.08,17.09,11.35,76.29,14.04,29.23,30.02,2634
0.508249181,4/22/2016,13,0.98,9.88,15.89,10.63,76.72,14,29.24,30.04,3827
0.311095019,4/22/2016,14,0.96,9.96,14.21,10.14,77.6,14.36,29.26,30.05,4655.75
0.608445752,4/22/2016,15,0.97,9.89,13.66,10.16,77.97,13.59,29.25,30.05,3824.5
0.999264671,4/22/2016,16,0.92,7.04,14.3,10.33,77.04,13,29.26,30.05,1675.75
0.493782781,4/22/2016,17,0.33,9.85,14.68,10.13,71.74,11,29.27,30.07,1746.75
0.67481877,4/23/2016,6,0,10,5.98,3.63,81.08,5.56,29.36,30.16,106.15
0.382124912,4/23/2016,7,0.41,10,7.97,5.07,77.23,5.62,29.39,30.19,597.75
0.701992337,4/23/2016,8,0.52,10,10,6.81,75.8,2.08,29.39,30.19,1006.75
0.276727474,4/23/2016,9,0.18,10,12.19,8.33,70.48,2.56,29.39,30.18,1229.75
0.641726549,4/23/2016,10,0.55,9.96,14.31,9.2,67.69,3.42,29.38,30.18,3563.5
0.845751425,4/23/2016,11,0.73,10,15.9,8.75,58.7,6.19,29.36,30.16,3859.75
0.234813478,4/23/2016,12,0.51,10,17.27,8.56,53.52,6.04,29.36,30.15,2879.25
0.25727643,4/23/2016,13,0.29,10,18.07,8.09,50.64,2.68,29.34,30.13,4110.75
0.768746391,4/23/2016,14,0,10,19.03,7.99,47,7.6,29.31,30.11,4500.75
0.084328316,4/23/2016,15,0,10,19.53,7.49,44.04,5.36,29.29,30.08,4007.75
0.735684975,4/23/2016,16,0,10,19.66,7.73,44.52,7.92,29.28,30.07,3022
0.074167856,4/23/2016,17,0,10,19.15,8.12,46.12,9.28,29.25,30.04,1762.25
0.706744365,4/24/2016,6,0.53,1.75,9.87,9.8,99.58,6.28,29.26,30.06,155.6
0.538636506,4/24/2016,7,0,4.6,13.01,11.5,87.36,11.28,29.26,30.05,809.75
0.999930824,4/24/2016,8,0,6.28,16.03,11.99,74.92,14.2,29.23,30.02,2167
0.32709542,4/24/2016,9,0,10,18.98,10.82,56.52,14.72,29.21,30,3370.25
0.938793711,4/24/2016,10,0,10,21.46,10.65,47.64,13.8,29.2,29.99,4067
0.152386341,4/24/2016,11,0,10,23.39,11.31,44.28,14.76,29.18,29.97,4650
0.615953547,4/24/2016,12,0,10,24.75,11.37,40.96,13.4,29.16,29.95,4722.5
0.456162384,4/24/2016,13,0.38,10,25.34,11.11,38.04,13.2,29.13,29.92,4672.25
0.031622693,4/24/2016,14,0.7,10,25.08,10.6,37.68,14.48,29.11,29.9,4246
0.020299445,4/24/2016,15,0.43,10,25.04,10.4,36.6,15.36,29.09,29.88,2964.5
0.09973277,4/24/2016,16,0.28,10,24.61,10.23,37.64,13.44,29.08,29.87,2068
0.318857785,4/24/2016,17,0,10,23.78,10.82,41.16,14.04,29.07,29.86,1274.5
0.110638388,4/25/2016,6,0.41,10,17.23,12.01,68.28,9.8,29.03,29.82,79.47
0.805562765,4/25/2016,7,0,10,20.1,12.48,59.72,13.72,29.02,29.81,532.75
0.688426821,4/25/2016,8,0,10,22.29,12.6,52.6,15.36,29.01,29.8,2024.5
0.715094823,4/25/2016,9,0.14,10,23.89,12.76,46.64,17.96,29,29.79,2985.25
0.413599795,4/25/2016,10,0.53,10,25.13,12.98,43.92,19.76,28.98,29.77,3892.75
0.806214316,4/25/2016,11,0.83,10,25.91,13.16,42.52,20.96,28.97,29.76,3954.25
0.939657731,4/25/2016,12,0.64,10,26.66,13.11,40.28,17.48,28.95,29.74,4265.25
0.386627517,4/25/2016,13,0.99,10,26.28,13.08,41.44,18.72,28.95,29.74,3701.25
0.410834692,4/25/2016,14,0.83,10,27.12,13.74,41.32,20.36,28.94,29.72,1883.25
0.783720719,4/25/2016,15,0.75,10,27.01,13.64,40.92,19.08,28.92,29.71,2403
0.183284129,4/25/2016,16,0.44,10,27.08,13.73,42.56,16.92,28.92,29.7,2190.75
0.627521334,4/25/2016,17,0.65,10,26.69,14.16,43.68,18.44,28.91,29.69,1573
0.154981766,4/26/2016,6,0.28,10,18.91,16.75,82.2,6.68,28.99,29.78,98.45
0.3699892,4/26/2016,7,0.43,10,20.94,16.93,76,7,28.99,29.78,550.5
0.402243428,4/26/2016,8,0.42,10,22.13,16.19,67.88,3.16,28.99,29.78,1341.75
0.384720732,4/26/2016,9,0.03,10,23.61,15.23,59.6,0.12,29,29.79,1874.25
0.443192197,4/26/2016,10,0.01,10,24.65,15.63,58,3.08,29,29.79,2440.75
0.849448109,4/26/2016,11,0.04,10,24.51,16.11,60.48,12.76,29.01,29.8,1560
0.911124281,4/26/2016,12,0.55,10,24.02,14.74,58.4,12.48,29.01,29.8,936
0.856357662,4/26/2016,13,0.41,10,23.22,13.5,55.36,11.4,29.01,29.8,1105
0.293458161,4/26/2016,14,0.28,10,22.41,12.04,51.84,12.08,29,29.79,935.25
0.553724659,4/26/2016,15,0.28,10,21.13,10.88,52.44,14.2,28.99,29.78,765.25
0.376992236,4/26/2016,16,0.46,9.96,18.11,10.2,60.15,14.04,28.99,29.78,162.13
0.41863179,4/26/2016,17,0.38,10,15.53,8.91,65.84,17.6,28.97,29.76,38.35
0.273109074,4/27/2016,6,1,3.32,11.59,9.84,90.96,16.96,29.03,29.82,34.01
0.33575641,4/27/2016,7,1,4.64,11.46,9.53,87.28,17.68,29.01,29.8,190
0.503595144,4/27/2016,8,1,5.64,12.17,9.62,81.2,17.28,29,29.79,357.25
0.271549297,4/27/2016,9,1,8.77,13.25,9.94,79.27,16.04,28.99,29.79,600.75
0.458089285,4/27/2016,10,1,9.84,14.62,10.26,75.12,14.4,29.01,29.8,864.5
0.885377081,4/27/2016,11,1,7.53,15.15,10.88,74.45,14.32,29,29.79,856.75
0.581335296,4/27/2016,12,0.97,4.24,14.95,12.1,84.96,12.53,28.99,29.79,610.75
0.280519413,4/27/2016,13,0.54,3.07,15.23,12.82,88.82,19.47,28.96,29.76,1269.75
0.241713397,4/27/2016,14,0.93,3.74,15.25,13.1,88.11,15.63,28.97,29.76,1072.5
0.619350396,4/27/2016,15,1,3.36,15.14,13.27,90.84,16.28,28.96,29.75,547.25
0.45000289,4/27/2016,16,1,3,15.08,13.36,90,17.96,28.95,29.73,318
0.858285221,4/27/2016,17,1,3.85,14.9,13.16,90.23,11.15,28.95,29.74,199.85
0.304796955,4/28/2016,6,0.96,0.96,12.13,11.09,99.84,5.04,28.98,29.77,100.65
0.478518954,4/28/2016,7,0.94,1.22,13.86,12.31,99.35,5.92,28.99,29.79,567.5
0.820986971,4/28/2016,8,0.99,4.15,14.65,12.9,95.62,3.3,29.02,29.81,1103
0.608668039,4/28/2016,9,1,6,15.83,13.78,89.43,2.49,29.03,29.82,865.75
0.684446628,4/28/2016,10,0.98,7.23,17.08,14.34,86.43,3.88,29.04,29.84,1230
0.626487274,4/28/2016,11,0.9,7.12,18.33,14.78,85.6,4.84,29.05,29.84,2488.75
0.302731916,4/28/2016,12,0.54,10,18.89,14.02,76.85,8.96,29.06,29.85,2695.75
0.837455663,4/28/2016,13,0.91,10,19.37,13.66,72.8,7,29.06,29.85,1736.75
0.31377103,4/28/2016,14,0.99,10,19.18,13.13,69.33,5,29.07,29.86,1601
0.611005677,4/28/2016,15,0.91,10,19.18,13.08,70.45,1.84,29.07,29.86,724
0.208747471,4/28/2016,16,0.99,10,18.78,13.47,73.73,4.63,29.09,29.88,744.25
0.870625191,4/28/2016,17,1,10,17.53,13.83,76.37,9.32,29.12,29.91,449
0.496956867,4/29/2016,6,0.95,2.34,9.76,10.25,96.19,7.92,29.25,30.04,110.08
0.678107129,4/29/2016,7,0.92,4.62,10.78,9.65,86.73,8.42,29.26,30.05,264.25
0.376247124,4/29/2016,8,1,5.62,11.62,9.32,82.46,9.15,29.28,30.07,426
0.033307785,4/29/2016,9,1,4.27,11.82,9.05,84.51,7.65,29.29,30.08,847.75
0.212698776,4/29/2016,10,1,5.12,11.92,8.71,80.84,5.04,29.3,30.09,985.25
0.134950468,4/29/2016,11,1,5.08,12.41,8.71,77.88,4.8,29.3,30.09,1404.5
0.891618546,4/29/2016,12,1,7,13.04,8.61,74.8,4.24,29.29,30.08,2325.75
0.823368246,4/29/2016,13,0.98,7,13.57,8.65,72.77,2.92,29.29,30.08,2369
0.985538069,4/29/2016,14,0.97,9.81,14.18,8.78,71,1.92,29.28,30.08,3038.25
0.441526214,4/29/2016,15,0.26,9.85,14.66,8.87,37.85,4,15.97,30.07,3132.25
0.683617145,4/29/2016,16,0.35,9.81,14.67,8.99,38.85,6.89,15.96,30.06,1732.5
0.612902314,4/29/2016,17,0.35,9.85,14.26,8.87,23.61,5.57,9.31,30.06,925.25
0.622824519,4/30/2016,6,1,2.45,10.52,9.96,94.78,12.29,29.18,29.97,15.1
0.461757084,4/30/2016,7,1,1.98,10.75,10.25,94.96,14.73,29.17,29.96,62.93
0.944788747,4/30/2016,8,1,2.15,11.04,10.5,96.15,12.74,29.16,29.95,121.38
0.734653684,4/30/2016,9,1,2.65,11.54,10.82,94.96,15.11,29.13,29.92,347.5
0.751615033,4/30/2016,10,1,3.15,12.15,11.31,96.3,16.69,29.08,29.88,498.75
0.166298529,4/30/2016,11,1,2.81,12.58,11.88,95.38,15.23,29.07,29.87,590.75
0.41756929,4/30/2016,12,1,2.02,13.09,12.46,96.15,12.29,29.06,29.85,333.25
0.187569587,4/30/2016,13,1,3.8,13.58,12.88,96.16,11.8,29.04,29.84,259.5
0.225095355,4/30/2016,14,1,7.16,14.17,13.29,96.16,9.6,29.02,29.81,189.25
0.533167625,4/30/2016,15,0.43,4.3,14.57,13.9,53.23,10.36,16.8,29.81,189.5
0.837241453,4/30/2016,16,0.38,2.15,15.13,14.37,49.67,8.84,15.87,29.8,185.75
0.075246316,4/30/2016,17,0.04,2.64,15.85,15.18,22.96,8.32,8.52,29.8,190.25
0.153181549,5/1/2016,6,1,1.07,11.46,11.46,99.85,8.19,29.11,29.9,128.18
0.01737684,5/1/2016,7,1,1.42,11.9,11.93,98.67,8.67,29.13,29.92,497.25
0.957341261,5/1/2016,8,1,3.54,12.48,12.5,97.54,6.89,29.15,29.94,874.75
0.432956851,5/1/2016,9,1,2.8,13.17,12.52,96,7.6,29.16,29.95,1004.75
0.17693417,5/1/2016,10,1,4.67,13.87,12.62,94.85,7.58,29.17,29.96,1323.25
0.876748941,5/1/2016,11,1,5.72,14.67,12.86,90.12,6.92,29.17,29.96,980.75
0.645204992,5/1/2016,12,1,7.08,15.43,13.27,89.88,1.28,29.17,29.96,1994.75
0.677342399,5/1/2016,13,1,7.23,16.59,13.81,86.54,3.81,29.16,29.95,2100
0.603257451,5/1/2016,14,0.99,7.12,17.84,14.49,84.72,6.32,29.14,29.93,2462.75
0.211350112,5/1/2016,15,0.9,10,18.3,15.08,84.7,5.42,29.11,29.91,2202
0.394767639,5/1/2016,16,0.83,5.2,17.77,15.02,85.8,9.28,29.1,29.9,1260.75
0.303533537,5/1/2016,17,1,4.79,16.32,14.6,91.22,11.65,29.09,29.88,463.25
0.937629024,5/2/2016,6,1,7.41,9.3,8.28,93.22,10.74,29.22,30.02,34.9
0.996763517,5/2/2016,7,1,7.8,9.09,7.82,90.44,11.48,29.21,30,220.5
0.7014367,5/2/2016,8,1,9.04,9.2,7.65,88.88,14.36,29.22,30.01,643
0.502269947,5/2/2016,9,1,9.96,9.53,7.67,86.96,8.68,29.24,30.03,660.5
0.414015937,5/2/2016,10,1,9.85,10.68,8.27,83,8.62,29.24,30.03,1036
0.954345919,5/2/2016,11,1,9.92,11.88,8.6,76.48,8.08,29.26,30.05,1170.25
0.336952018,5/2/2016,12,0.97,10,13.37,9.18,73.85,8.41,29.23,30.02,3131.75
0.859204636,5/2/2016,13,0.99,10,13.43,9.38,73.85,8.62,29.23,30.02,2677
0.420894454,5/2/2016,14,1,10,13.58,8.94,72.32,8.72,29.21,30,831.75
0.863169826,5/2/2016,15,1,10,13.59,9.23,71.36,7.64,29.2,29.99,634.5
0.581532554,5/2/2016,16,1,10,13.74,8.78,70.15,7.46,29.2,29.99,632.5
0.737104195,5/2/2016,17,1,10,13.7,7.93,65.8,8.32,29.2,29.99,440
0.451881678,5/3/2016,6,0.03,10,8.53,5.38,78.32,7.92,29.2,29.99,122.83
0.250289904,5/3/2016,7,0,10,11.25,6.55,69.52,8.32,29.2,29.99,1029.75
0.789541641,5/3/2016,8,0,10,13.69,6.98,62,10.44,29.2,29.99,2320.75
0.770544073,5/3/2016,9,0,10,15.3,6.5,54.64,11.6,29.2,29.99,3436.75
0.841696843,5/3/2016,10,0.14,10,16.34,6.77,52.36,9.08,29.19,29.98,4247
0.154482398,5/3/2016,11,0.3,10,17.28,5.48,44.6,8.28,29.17,29.96,3940.75
0.054136745,5/3/2016,12,0.55,10,17.98,6.42,44.88,8.72,29.15,29.94,3875.5
0.229320196,5/3/2016,13,0.91,10,17.88,5.34,41.72,9.6,29.13,29.92,2956
0.877898966,5/3/2016,14,0.92,10,17.69,5.54,42.12,9.36,29.11,29.9,2250.25
0.53563079,5/3/2016,15,1,10,17.96,5.98,44.72,9.32,29.09,29.88,1179
0.191731371,5/3/2016,16,1,10,17.51,5.96,44.6,10.32,29.08,29.87,937.25
0.449397171,5/3/2016,17,1,10,17.22,6.6,47.6,10.04,29.07,29.86,1131.5
0.998267533,5/4/2016,6,0.62,9.78,10.71,9.96,90.8,8.74,28.91,29.7,169.45
0.732043638,5/4/2016,7,0.26,10,11.87,9.22,81.52,13.15,28.92,29.71,746.5
0.818770001,5/4/2016,8,0.97,10,12.11,8.99,80.67,16.74,28.95,29.73,1988.25
0.816793089,5/4/2016,9,0.63,10,12.86,7.38,68.92,17.12,28.96,29.75,1619
0.760963828,5/4/2016,10,0.83,10,13.72,7.26,65.72,15.4,28.97,29.76,3184
0.39961846,5/4/2016,11,0.83,10,13.84,6.71,60.15,18.89,28.97,29.77,3269.75
0.68970489,5/4/2016,12,0.99,10,13.86,5.97,58.4,20.32,28.98,29.77,2590.75
0.966694869,5/4/2016,13,0.98,10,13.89,5.3,56.08,19.88,28.99,29.78,3123.5
0.974895101,5/4/2016,14,0.92,10,13.12,5.04,55.32,18.2,29,29.79,2432.5
0.680951358,5/4/2016,15,1,10,12.93,4.85,56.36,19.76,29.02,29.81,1315
0.492900049,5/4/2016,16,0.92,10,12.56,5.13,56.44,13.96,29.03,29.82,937.75
0.515996368,5/4/2016,17,1,10,12.66,5.16,58.16,12.44,29.03,29.82,825.25
0.834343892,5/5/2016,6,1,10,6.28,3.76,79.16,14.28,29.13,29.92,96.38
0.972674626,5/5/2016,7,1,10,7.21,4.03,77.33,16.81,29.15,29.94,487
0.601392082,5/5/2016,8,0.43,10,9.1,5.12,73.19,15.84,29.17,29.96,727.75
0.338728371,5/5/2016,9,0.03,10,11.72,6.66,69.32,14.36,29.18,29.97,2311.75
0.89622329,5/5/2016,10,0,10,13.88,7.6,63.68,14.36,29.19,29.98,2767.5
0.884067575,5/5/2016,11,0,10,15.61,7.97,58,16.6,29.18,29.97,3136.75
0.964127021,5/5/2016,12,0.02,10,17.2,7.71,51.68,16.28,29.18,29.97,2991
0.070091072,5/5/2016,13,0.44,10,18.17,7.01,47.64,12.16,29.18,29.97,2501.5
0.621124828,5/5/2016,14,0.53,10,18.67,6.45,42.64,10.32,29.18,29.97,2561
0.303762579,5/5/2016,15,0.15,10,18.86,5.74,41.88,9.08,29.17,29.96,2366.25
0.806073537,5/5/2016,16,0.3,10,19.15,5.61,40,11.96,29.17,29.96,1544.75
0.905039225,5/5/2016,17,0.29,10,18.42,5.84,42.2,10.76,29.17,29.96,720.25
0.410097788,5/6/2016,6,0.42,9.96,9.12,7.19,81.2,5.64,29.23,30.02,146.68
0.497451508,5/6/2016,7,0.14,10,13.02,7.32,64.11,7.68,29.25,30.04,922.25
0.142575583,5/6/2016,8,0,10,16.08,6.28,47.04,10.32,29.25,30.04,1900.5
0.274730574,5/6/2016,9,0,10,18.44,5.47,39.28,11.24,29.25,30.04,2167.5
0.199965044,5/6/2016,10,0,10,20.51,4.1,31.92,8.88,29.24,30.03,3942.25
0.878706414,5/6/2016,11,0,10,21.29,2.86,27.76,7.56,29.22,30.01,4307
0.338136284,5/6/2016,12,0.38,10,22.21,3.92,28.04,7.6,29.19,29.98,4373.75
0.720552763,5/6/2016,13,0.89,10,23.03,5.02,30,6.72,29.17,29.96,4008.25
0.441775857,5/6/2016,14,0.45,10,24.34,5.74,28,7.6,29.15,29.94,2507
0.3702861,5/6/2016,15,0.17,10,25.68,6.32,27.04,10.64,29.11,29.9,3554.5
0.21556365,5/6/2016,16,0,10,26.08,6.85,26.68,12.28,29.09,29.88,2802.25
0.409641211,5/6/2016,17,0.28,10,25.39,7.28,28.96,13.08,29.07,29.86,1567
0.580667781,5/7/2016,6,0.52,10,18.15,11.21,60.08,16.32,28.98,29.77,134.58
0.116912232,5/7/2016,7,0.14,10,19.84,11.56,55.08,22.4,28.98,29.77,889.75
0.752779855,5/7/2016,8,0.91,10,19.8,12.64,66.92,14.96,29,29.79,953
0.105862589,5/7/2016,9,0.99,10,20.44,13.88,71.65,13.12,29.02,29.81,878.75
0.905503641,5/7/2016,10,0.54,10,21.29,15.03,75.17,9.84,28.99,29.78,830.5
0.905493096,5/7/2016,11,0.72,10,23.15,14.83,61.82,15.35,29.01,29.8,2148.25
0.066033648,5/7/2016,12,0.81,9.93,21.3,16.55,74.13,10.33,29.01,29.8,1510
0.039239001,5/7/2016,13,0.19,10,22.48,16.73,67.57,9.69,28.99,29.78,933.5
0.041535436,5/7/2016,14,0.7,10,23.46,13.76,59.76,15.4,29.01,29.8,3621.75
0.38853927,5/7/2016,15,0.13,10,22.82,11.32,52.16,14.38,29.02,29.81,3274.75
0.824055396,5/7/2016,16,0.28,10,20.32,6.25,40.83,16.64,29.04,29.83,2436.5
0.015261404,5/7/2016,17,0.25,10,18.04,1.84,34.04,16.04,29.04,29.83,805.75
0.16367345,5/8/2016,6,1,8.88,10.91,6.59,72.23,6.4,29.16,29.95,11.07
0.916479291,5/8/2016,7,1,8,10.64,7.54,84.08,5.76,29.16,29.95,63.75
0.237478375,5/8/2016,8,1,6.8,11.05,8.61,88.09,2.16,29.19,29.99,391
0.97553115,5/8/2016,9,1,8.08,11.59,9.18,85,2.24,29.21,30,706.5
0.596558558,5/8/2016,10,1,10,12.03,9.32,86.4,3.12,29.22,30.01,543.75
0.273262352,5/8/2016,11,1,10,12.99,9.22,79.88,8.4,29.18,29.97,838
0.678134882,5/8/2016,12,1,10,14.27,10.39,79.16,8.44,29.16,29.95,1275.25
0.183000543,5/8/2016,13,0.92,10,15.68,10.69,73.08,8.76,29.16,29.95,1240.75
0.376566522,5/8/2016,14,0.31,10,17.03,10.96,69.72,7.08,29.16,29.95,2723.75
0.371202006,5/8/2016,15,0.04,10,17.74,11.17,64.96,2.04,29.15,29.94,2549.5
0.9648393,5/8/2016,16,0.83,10,17.83,10.79,61.44,3.08,29.16,29.95,1714.75
0.535207225,5/8/2016,17,0.9,10,17.45,11.31,64.81,5.44,29.15,29.94,793
0.064239654,5/9/2016,6,1,6.96,12.69,11.58,91.08,13.04,29.13,29.92,54.3
0.52516708,5/9/2016,7,0.99,7.04,13.66,12.11,90.11,11.27,29.12,29.92,397.58
0.928273632,5/9/2016,8,1,6.46,14.05,12.29,92.08,10.89,29.13,29.92,636
0.059975827,5/9/2016,9,1,5.23,15.16,12.53,90.11,10.34,29.13,29.93,455.25
0.688927898,5/9/2016,10,1,7.04,16.12,13.85,90,9.57,29.14,29.93,1134.25
0.612973182,5/9/2016,11,1,6.08,16.65,14.82,90.11,10.15,29.13,29.93,361.25
0.149013327,5/9/2016,12,0.97,8.89,18.16,15.82,90.56,14.78,29.11,29.9,1217
0.117807567,5/9/2016,13,0.99,9.04,20.07,16.59,87.64,14.24,29.1,29.89,2376.75
0.006640206,5/9/2016,14,1,10,20.41,17.25,86.37,13.76,29.09,29.88,1824.25
0.239433964,5/9/2016,15,1,9.88,19.61,17.55,87.84,15.16,29.08,29.87,618.25
0.734892567,5/9/2016,16,1,7.36,18.66,18.04,91.68,14.08,29.08,29.87,299.25
0.301130901,5/9/2016,17,1,8.88,16.57,15.6,87.84,16.08,29.09,29.88,288.5
0.08299597,5/10/2016,6,1,9.04,17.04,16.46,93,15.58,29.03,29.83,57.38
0.811690523,5/10/2016,7,1,10,17.26,16.34,92.69,14.31,29.05,29.84,212.25
0.568857797,5/10/2016,8,0.99,10,17.98,16.59,91.61,13.53,29.07,29.87,671.75
0.271828934,5/10/2016,9,0.98,10,19.14,16.81,84,14,29.08,29.87,2024.5
0.544051206,5/10/2016,10,1,10,19.4,16.91,80.5,15.23,29.09,29.88,1891.25
0.621407821,5/10/2016,11,1,10,19.74,17.47,82.4,13.36,29.09,29.88,1772.5
0.909384915,5/10/2016,12,0.99,9.72,19.4,16.67,80.63,12.73,29.08,29.88,1536.75
0.789074061,5/10/2016,13,1,7.89,19.22,16.65,83.11,14.19,29.09,29.88,1020.75
0.626710898,5/10/2016,14,0.82,10,19.56,17,84,12.04,29.09,29.88,1464
0.277340006,5/10/2016,15,0.31,10,20.92,16.46,75.88,12.16,29.09,29.88,1545.25
0.346923254,5/10/2016,16,0.64,10,21.38,16.7,72.08,7.6,29.09,29.88,1644.25
0.056408686,5/10/2016,17,0.52,10,21.36,17.01,74,3.47,29.1,29.89,996.75
0.427051672,5/11/2016,6,1,0.12,14.78,14.75,100,2.03,29.21,30,259.35
0.472792519,5/11/2016,7,1,0.17,16.58,16.33,98.85,3.88,29.23,30.02,904.5
0.022919944,5/11/2016,8,1,1.37,17.66,17.57,99.68,4.6,29.25,30.04,1298.25
0.538978931,5/11/2016,9,0.97,5.92,19.26,18,95.08,7.58,29.26,30.05,1755.5
0.167975344,5/11/2016,10,0.96,9.08,21,18.42,88.12,8.57,29.27,30.06,3323
0.103071582,5/11/2016,11,0.91,9.04,22.39,19.05,81.76,10.16,29.26,30.05,2397.75
0.709945145,5/11/2016,12,0.8,7.54,23.66,19.09,76.39,11.77,29.24,30.03,3665.75
0.419185811,5/11/2016,13,0.29,10,24.74,18.63,68.72,8.84,29.22,30.01,4133
0.91030802,5/11/2016,14,0.43,10,24.55,19.15,67.16,8.96,29.22,30.01,3039.25
0.616157684,5/11/2016,15,0.81,8.47,19.45,16.93,73.98,9.85,29.19,29.99,1187.75
0.38056456,5/11/2016,16,0.44,10,19.67,17.28,84.65,12.61,29.12,29.92,90.83
0.247289994,5/11/2016,17,0.14,10,19.69,17.24,85.08,7.36,29.15,29.94,280.5
0.404510996,5/12/2016,6,0,9.84,17.6,16.82,90.12,9.88,29.18,29.97,302
0.0452663,5/12/2016,7,0.5,9.96,18.55,17.57,90,14.38,29.18,29.98,575
0.438161848,5/12/2016,8,0.99,7.93,18.93,17.92,90.67,13.26,29.18,29.97,768.25
0.822494667,5/12/2016,9,1,6.96,19.3,18.29,90.96,11.84,29.19,29.98,887.25
0.277254155,5/12/2016,10,1,3.21,18.89,17.9,92.5,12.53,29.19,29.98,450.25
0.679684614,5/12/2016,11,1,7.04,18.86,17.16,86.77,11.69,29.18,29.98,696.75
0.583758941,5/12/2016,12,0.99,9.88,18.65,16.52,84.96,14.4,29.2,29.99,903.75
0.9705863,5/12/2016,13,0.67,10,18.55,15.28,76.77,15.08,29.19,29.98,863
0.763410911,5/12/2016,14,0.31,10,18.9,13.88,72.07,15.23,29.19,29.98,926.25
0.91840127,5/12/2016,15,0.14,10,20.3,13.28,61.8,14.6,29.17,29.96,1568.25
0.337220416,5/12/2016,16,0.44,10,20.36,13.94,63.64,16,29.17,29.96,1937.75
0.145634872,5/12/2016,17,0.64,10,19.34,12.44,59.56,18.28,29.18,29.97,937.75
0.91922465,5/13/2016,6,0,10,10.69,8.63,83.24,10.6,29.3,30.09,160.9
0.378476933,5/13/2016,7,0,10,12.75,9.45,77.64,11.44,29.29,30.08,774.75
0.873955048,5/13/2016,8,0.14,10,14.48,10.25,75.08,9.72,29.3,30.09,1675.5
0.081157592,5/13/2016,9,0.14,10,15.98,9.71,63.2,10.8,29.3,30.09,2492
0.603887433,5/13/2016,10,0.28,10,17.03,9.5,57.92,12.36,29.3,30.09,3029.5
0.225670362,5/13/2016,11,0.15,10,17.98,9.42,54.64,12.28,29.28,30.07,3306.75
0.140938218,5/13/2016,12,0,10,18.85,8.6,49.96,8.84,29.25,30.04,4493
0.139125402,5/13/2016,13,0,10,19.81,8.5,45.96,8.96,29.23,30.02,4461.5
0.118152262,5/13/2016,14,0,10,20.58,9.31,45.84,11.88,29.21,30,4332
0.617073123,5/13/2016,15,0,10,20.87,9.22,46.36,10.6,29.17,29.96,3693.75
0.435632485,5/13/2016,16,0,10,20.69,8.45,42.84,10.56,29.13,29.92,2608.75
0.854645351,5/13/2016,17,0,10,19.9,8.7,46.24,11.56,29.11,29.9,1162.25
0.637186198,5/14/2016,6,0.66,10,5.74,2.4,75.48,20.96,29.23,30.02,210.13
0.14046256,5/14/2016,7,0.62,10,6.77,2.44,70.04,22.32,29.24,30.03,922.75
0.131088563,5/14/2016,8,1,10,7.23,2.3,69.16,22.72,29.26,30.05,1676.25
0.748267778,5/14/2016,9,1,10,7.87,2.25,67.08,22.12,29.27,30.06,1763.5
0.882160785,5/14/2016,10,1,10,8.69,2.25,63.96,19.48,29.28,30.07,2388
0.869962643,5/14/2016,11,1,10,9.09,1.88,60.88,21,29.29,30.08,2342
0.338728508,5/14/2016,12,1,10,9.52,2.22,59.44,21.36,29.28,30.07,2399.25
0.370995422,5/14/2016,13,1,10,9.69,1.76,57.64,18.8,29.28,30.07,2372
0.706976002,5/14/2016,14,1,10,10.4,2.22,57.44,19.84,29.28,30.07,2888.25
0.569952237,5/14/2016,15,1,10,10.71,2.08,54.84,18.16,29.27,30.06,2206.25
0.275817861,5/14/2016,16,1,10,10.98,2.34,54.76,16.8,29.27,30.06,1517.25
0.369881151,5/14/2016,17,0.89,10,11.06,2.04,51.56,14.72,29.27,30.06,1170.75
0.776769701,5/15/2016,6,0.39,10,7.35,3.65,75.44,9.92,29.32,30.12,246.98
0.826773332,5/15/2016,7,0,10,9.14,3.56,68.12,14,29.34,30.13,1083.25
0.874272421,5/15/2016,8,0.14,10,10.4,1.48,53.04,16.68,29.34,30.14,2320.5
0.349724913,5/15/2016,9,0,10,11.37,-0.89,41.92,16.8,29.35,30.15,3439.75
0.7496492,5/15/2016,10,0.28,10,11.91,-0.01,43.32,16.24,29.37,30.17,4239.75
0.918093541,5/15/2016,11,0.63,10,12.33,0.47,42.56,15.32,29.38,30.17,4512.5
0.755618544,5/15/2016,12,0.14,10,12.51,0.53,43.16,18.72,29.36,30.16,4548
0.221158974,5/15/2016,13,0.01,10,13.08,-1.24,37.64,12.8,29.37,30.17,4491.25
