Random,Python Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter),,,
0.940465989,193.71,17,0.19,10,28.86,21.7,61,14,29.13,29.95,1912.5,,,,
0.734262492,194.25,6,0.49,4.41,23.26,22.65,96.74,7.52,29.13,29.93,272.25,,,,
0.510208724,194.29,7,0.83,6.92,25.01,23.95,91.08,8.27,29.13,29.92,708.75,,,,
0.886673389,194.33,8,0.89,7.15,26.23,24.16,85.92,9.61,29.13,29.92,1379,,,,
0.101089032,194.38,9,0.72,8.04,27.77,24.73,82.32,11.88,29.12,29.91,1252.75,,,,
0.802813598,194.42,10,0.72,10,25.75,4.57,26.08,8.22,29.1,29.89,3498.75,,,,
0.732507097,194.46,11,0.67,10,29.44,24.88,74.67,14.89,29.07,29.86,3934.75,,,,
0.394402183,194.50,12,0.44,10,29.29,23.9,70,16,29.05,29.87,3923.75,,,,
0.432289998,194.54,13,0.44,10,29.06,23.9,72,16,29.04,29.86,2708.5,,,,
0.05750556,194.58,14,0.19,10,28.77,23.25,68.58,11.73,29.1,29.89,2309.75,,,,
0.943954717,194.63,15,0,10,28.23,22.2,67,10,29.08,29.9,2593,,,,
0.214581872,194.67,16,0,10,28.09,22.29,69.23,7.33,29.11,29.9,1939,,,,
0.491128187,194.71,17,0,10,27.73,22.43,71.45,7.11,29.11,29.9,1429.75,,,,
0.486684628,195.25,6,0.53,3.15,23.2,22.73,97.78,5.7,29.18,29.97,258.25,,,,
0.641715376,195.29,7,0.39,5.27,24.54,23.8,94.7,4.19,29.19,29.98,897,,,,
0.354147871,195.33,8,0.66,9.04,25.27,23.45,86.72,8.07,29.19,29.98,1535.25,,,,
0.354615607,195.38,9,0.97,5.78,23.21,20.64,89.86,9.45,29.19,29.98,675.5,,,,
0.796970459,195.42,10,0.77,8.14,23.87,21.88,94.01,8.11,29.17,29.96,181.23,,,,
0.682943668,195.46,11,0.01,10,27.49,24.03,85,9.96,29.15,29.94,2254.75,,,,
0.677867113,195.50,12,0.65,9,28.04,25.01,84.05,9.78,29.14,29.93,3094.75,,,,
0.479132964,195.54,13,0.69,10,26.77,6.6,31.13,8.9,29.1,29.9,2987,,,,
0.165712255,195.58,14,0.75,10,30.39,24.4,70,15,29.06,29.88,3590.75,,,,
0.325318041,195.63,15,0.19,10,29.92,23.9,65,14,29.03,29.85,3592.25,,,,
0.057792718,195.67,16,0.72,10,28.16,24.55,78.65,9.45,29,29.79,1155.25,,,,
0.219743944,195.71,17,0.99,6.32,22.12,21.26,90.29,14.28,29.08,29.87,94.65,,,,
0.315345576,196.25,6,0.31,10,21.21,20,88.8,7.72,29.16,29.95,300.95,,,,
0.604309467,196.29,7,0,10,22.18,20.37,85.92,7.92,29.16,29.95,755.75,,,,
0.084710229,196.33,8,0,10,23.44,21.15,84,9.92,29.17,29.96,1360.5,,,,
0.183495238,196.38,9,0,10,24.86,22.1,82.84,9.96,29.16,29.95,2452.5,,,,
0.935760385,196.42,10,0,10,25.97,23.04,82.76,8.56,29.15,29.94,3277.25,,,,
0.705221589,196.46,11,0,10,24.79,16.97,62.85,7.36,29.16,29.95,3752.75,,,,
0.331622029,196.50,12,0.01,10,28.32,24.02,75.41,8.53,29.16,29.95,3618.25,,,,
0.514928089,196.54,13,0,10,26.75,12.71,42.88,8.06,29.15,29.95,4447,,,,
0.120628966,196.58,14,0.39,10,29.63,20.96,55.22,9.89,29.13,29.92,4186.75,,,,
0.80604495,196.63,15,0.39,10,26.04,4.07,23.66,10,29.12,29.91,3505.25,,,,
0.525287172,196.67,16,0.41,10,28.78,22.35,64.78,9,29.12,29.91,2713.25,,,,
0.418905148,196.71,17,0.21,10,25.98,12.37,42.65,9.83,29.13,29.93,1649.75,,,,
0.20143042,197.25,6,0,10,20.73,19.48,88.08,3.52,29.21,30,182.68,,,,
0.137475156,197.29,7,0.14,10,22.53,19.21,79.2,7.56,29.22,30.01,951,,,,
0.305954927,197.33,8,0,10,23.54,18.93,75.68,8.4,29.23,30.02,2049.75,,,,
0.027363581,197.38,9,0,10,24.49,18.61,68.12,9,29.23,30.02,3147.25,,,,
0.199774331,197.42,10,0,10,25.12,18.84,66.36,9.72,29.23,30.02,3947,,,,
0.638976788,197.46,11,0,10,25.81,19.48,67,10.6,29.24,30.03,4379,,,,
0.716178474,197.50,12,0.28,10,26.24,19.67,65.52,13.48,29.24,30.03,4620.5,,,,
0.434251568,197.54,13,0.53,10,26.2,18.68,61.04,13.72,29.25,30.04,3946,,,,
0.712893177,197.58,14,0,10,26.05,17.74,57.92,13.08,29.25,30.04,4076.75,,,,
0.425412281,197.63,15,0.28,10,25.76,18.04,60.4,9.24,29.24,30.03,3932.5,,,,
0.522923039,197.67,16,0.42,10,25.33,17.46,60.96,13.72,29.23,30.02,3069.5,,,,
0.227143888,197.71,17,0.03,10,24.35,17.17,63.36,9.04,29.24,30.03,1836.5,,,,
0.41056538,198.25,6,0,9.92,18.15,16.32,86.16,6.92,29.34,30.14,146.58,,,,
0.044668284,198.29,7,0.01,10,19.69,15.48,75.15,9.08,29.36,30.15,926.5,,,,
0.201358485,198.33,8,0,10,21.1,15.29,67.8,7.44,29.36,30.15,2124.25,,,,
0.642553031,198.38,9,0,10,22.12,15.29,62.8,6.68,29.36,30.16,3159.75,,,,
0.519982512,198.42,10,0.14,10,22.98,15.15,59.52,3.32,29.36,30.16,3900.5,,,,
0.519257314,198.46,11,0.64,10,23.72,15.89,61.36,5.12,29.36,30.16,4166.25,,,,
0.500908565,198.50,12,0.65,10,24.51,16,56.8,4.08,29.36,30.15,3907.75,,,,
0.846604732,198.54,13,0.14,10,24.85,16.22,57.44,1.84,29.35,30.14,4269.25,,,,
0.510495979,198.58,14,0.16,10,25.38,16.05,53.52,3.2,29.33,30.12,4363.75,,,,
0.133588057,198.63,15,0.28,10,25.66,16.52,54.72,1.16,29.32,30.11,3551.25,,,,
0.603279262,198.67,16,0,10,25.66,16.51,54,0.17,29.31,30.11,2884.25,,,,
0.087424509,198.71,17,0.01,10,22.11,7.69,33.23,1.11,29.3,30.1,1959.5,,,,
0.91712893,199.25,6,0.28,10,19.35,18.35,92.04,5.36,29.31,30.11,264.5,,,,
0.192706902,199.29,7,0.42,10,21.71,20.19,87.84,8,29.32,30.11,755,,,,
0.854721604,199.33,8,0.03,10,23.79,21.12,82.96,9.36,29.31,30.11,1350.5,,,,
0.823482628,199.38,9,0.24,10,25.17,21.92,82.84,8.52,29.32,30.11,2141,,,,
0.921269249,199.42,10,0.94,5.08,21.82,19.49,86.71,12.58,29.36,30.16,1331.25,,,,
0.165225475,199.46,11,0.48,7.88,20.62,19.65,94.59,11.8,29.28,30.08,67.77,,,,
0.095965862,199.50,12,0,10,23.99,21.37,85.6,7.48,29.29,30.08,1503.25,,,,
0.502574599,199.54,13,0,10,26.79,23.1,81.04,14.52,29.28,30.07,3599,,,,
0.037984447,199.58,14,0.14,10,28.91,24.98,79.36,13.96,29.26,30.05,3551.5,,,,
0.427092742,199.63,15,0.44,10,28.25,24.4,75,18,29.23,30.05,3255.5,,,,
0.731316598,199.67,16,0.24,10,28.98,24.25,75.4,13.36,29.22,30.01,2540.75,,,,
0.221707794,199.71,17,0,10,28.64,25.28,79.18,11.17,29.21,30.01,1591.25,,,,
0.694307881,200.25,6,0.04,10,23.27,21.85,91.16,4.72,29.33,30.12,97.74,,,,
0.722167417,200.29,7,0.04,10,24.84,23.45,87.84,2.88,29.34,30.13,667.75,,,,
0.345911082,200.33,8,0.6,10,25.26,24.59,86.92,5.44,29.37,30.17,1319,,,,
0.659078187,200.38,9,1,6.14,23.74,23.28,90.67,7.05,29.4,30.21,865,,,,
0.875383239,200.42,10,0.75,8.2,22.89,23.23,94.77,5.62,29.38,30.19,33.42,,,,
0.513998251,200.46,11,0.28,10,24.67,24.03,91.68,2.2,29.38,30.18,694.33,,,,
0.842885164,200.50,12,0.22,10,26.06,24.73,89.24,4.58,29.38,30.19,2094,,,,
0.192676499,200.54,13,0.56,10,27.5,24.73,83.12,6.59,29.39,30.19,4342.25,,,,
0.418745337,200.58,14,0,9,27.87,21.7,69,7,29.37,30.19,3732.25,,,,
0.66264806,200.63,15,0,10,25.07,4.38,25.53,6.78,29.39,30.18,3711.25,,,,
0.265070255,200.67,16,0.02,10,25.45,4.5,26.08,5.67,29.37,30.17,2104.25,,,,
0.197229224,200.71,17,0,10,28.08,24.14,79.92,6.36,29.37,30.17,1318.75,,,,
0.40593616,201.25,6,1,0.12,21.71,21.9,99.67,0.29,29.44,30.24,237.95,,,,
0.305499961,201.29,7,1,0.36,23.01,22.88,99.43,2.57,29.44,30.25,712,,,,
0.017030037,201.33,8,0.91,7.83,24.5,23.71,93.89,2.96,29.45,30.26,1338,,,,
0.828529463,201.38,9,0.63,9.04,23.67,17.17,67,5,29.45,30.25,2531.5,,,,
0.075298269,201.42,10,0,10,28.15,22.8,70,0,29.42,30.25,3707.5,,,,
0.142166327,201.46,11,0.44,10,29.23,23.3,68,6,29.41,30.24,2743.75,,,,
0.070424027,201.50,12,0.69,10,29.87,22.98,61.22,2.67,29.42,30.22,2629.75,,,,
0.330984282,201.54,13,0.69,10,30.11,23.87,64.78,0.55,29.42,30.22,3458.5,,,,
0.163388862,201.58,14,0.44,10,30.22,23.3,65,5,29.39,30.21,3532.75,,,,
0.488893438,201.63,15,0.19,10,30.19,22.8,59,7,29.38,30.2,2181.5,,,,
0.956627979,201.67,16,0,10,29.59,23.3,65,5,29.37,30.19,1279,,,,
0.344663363,201.71,17,0,10,28.66,23.3,70,3,29.36,30.18,439.75,,,,
0.568057011,202.25,6,1,9,22.17,21.85,96.84,2.56,29.43,30.23,145.75,,,,
0.104373896,202.29,7,0.32,10,23.82,22.34,89.8,1.24,29.43,30.23,450,,,,
0.320356253,202.33,8,0.06,10,25.59,23.02,82.17,6.06,29.43,30.24,1065.25,,,,
0.774730866,202.38,9,0.04,10,26.97,23.74,76.68,5.68,29.42,30.22,2711.25,,,,
0.258364409,202.42,10,0.47,10,24.21,4.45,25.75,8,29.43,30.23,3022.75,,,,
0.28872321,202.46,11,0,10,28.32,22.99,70.16,6.92,29.4,30.2,3645,,,,
0.593494447,202.50,12,0.12,10,28.39,22.96,73.6,6,29.39,30.19,3956.25,,,,
0.35425077,202.54,13,0.3,10,29.51,23.3,65.57,4.54,29.4,30.2,3411.25,,,,
0.106743446,202.58,14,0.19,10,29.39,22.8,65,0,29.36,30.18,3897.75,,,,
0.71781604,202.63,15,0.19,10,29.44,23.3,68,6,29.34,30.16,3738.75,,,,
0.54746204,202.67,16,0,10,29.82,23.03,61.77,3.22,29.34,30.14,2616.25,,,,
0.359917885,202.71,17,0,10,28.86,23.9,72,7,29.3,30.12,2165.25,,,,
0.591735487,203.25,6,0.28,3.96,24.19,23.57,95.92,3.76,29.34,30.14,118.1,,,,
0.89722213,203.29,7,0.7,6.56,26.17,25.18,91,5.4,29.34,30.14,535.5,,,,
0.496112503,203.33,8,0.38,8.47,27.82,25.67,83.59,7.53,29.33,30.13,966.5,,,,
0.011922622,203.38,9,0.02,10,29.33,25.82,75.22,8.11,29.31,30.11,1789.75,,,,
0.818431073,203.42,10,0,10,30.11,25,75,11,29.3,30.12,2416.25,,,,
0.541323095,203.46,11,0,10,31.03,26.85,75,9.78,29.31,30.11,2804.75,,,,
0.041862152,203.50,12,0.19,10,31.38,26.7,77,10,29.29,30.11,2704.75,,,,
0.148134244,203.54,13,0.44,10,31.96,26.98,73.12,9.53,29.29,30.08,2539.75,,,,
0.074455576,203.58,14,0.44,10,31.83,26.1,72,11,29.25,30.07,3590.75,,,,
0.783383772,203.63,15,0.12,10,32.01,26.82,72.8,9.4,29.26,30.05,2805.5,,,,
0.049801981,203.67,16,0.44,10,31.64,26.1,72,10,29.23,30.05,2202.75,,,,
0.366920093,203.71,17,0.19,10,31.08,26.1,75,11,29.22,30.04,1687,,,,
0.946833234,204.25,6,0.31,10,22.33,19.45,83,16,29.18,30,41.25,,,,
0.991642921,204.29,7,0,10,23.32,19.4,79,11,29.23,30.05,322.5,,,,
0.791575859,204.33,8,0,10,24.48,20.6,82,9,29.24,30.06,927,,,,
0.817810358,204.38,9,0,10,25.71,21.1,77,7,29.25,30.07,1975.5,,,,
0.222121995,204.42,10,0,10,27.01,21.7,72,6,29.25,30.07,2727.75,,,,
0.525143234,204.46,11,0,10,27.42,20.6,63,0,29.26,30.08,3595,,,,
0.89383122,204.50,12,0,10,27.96,21.1,61,5,29.25,30.07,3622.5,,,,
0.045713901,204.54,13,0,10,28.29,22.2,67,6,29.24,30.06,3564.75,,,,
0.759342401,204.58,14,0,10,28.37,22.2,67,5,29.23,30.05,3681.75,,,,
0.429346025,204.63,15,0,10,28.9,22.8,65,5,29.21,30.03,3403.5,,,,
0.632684757,204.67,16,0,10,28.99,23.3,70,5,29.2,30.02,2804.25,,,,
0.160663157,204.71,17,0,10,28.62,22.8,67,0,29.18,30,1905.5,,,,
0.014066222,205.25,6,0,6,23.62,22.2,90,0,29.21,30.03,160.18,,,,
0.737766836,205.29,7,0,10,25.93,23.3,85,0,29.21,30.03,788.5,,,,
0.885213564,205.33,8,0,10,27.45,23.3,74,0,29.22,30.04,1838.5,,,,
0.101704252,205.38,9,0.19,10,28.21,24.4,80,6,29.2,30.02,2820.5,,,,
0.142280621,205.42,10,0,10,28.96,23.9,74,7,29.2,30.02,3294,,,,
0.193998966,205.46,11,0.44,10,29.45,24.4,75,6,29.2,30.02,3540.5,,,,
0.578455543,205.50,12,0.44,10,30,23.9,70,6,29.2,30.02,3963.25,,,,
0.959575206,205.54,13,0.19,10,30.36,24.4,70,7,29.19,30.01,3710.75,,,,
0.56447111,205.58,14,0.72,10,30.87,25.82,70,5.11,29.2,29.99,2572.5,,,,
0.544297004,205.63,15,0.19,10,30.77,25.6,72,6,29.15,29.97,2427,,,,
0.515960064,205.67,16,0,10,30.3,25.89,70.22,6,29.16,29.95,2284,,,,
0.119965086,205.71,17,0,10,30.21,25.89,74.67,5.11,29.15,29.94,1293.75,,,,
0.154725608,206.25,6,0,2,24.75,23.3,94,6,29.15,29.97,149.33,,,,
0.66398852,206.29,7,0,3.25,26.51,24.4,91,7.5,29.16,29.98,736.5,,,,
0.361793258,206.33,8,0,5,28.32,25,85,8,29.16,29.98,1622,,,,
0.12808622,206.38,9,0.19,7,29.36,25.6,82,9,29.17,29.99,2739.25,,,,
0.650119029,206.42,10,0,9,30.1,25.6,77,11,29.16,29.98,3449,,,,
0.394226553,206.46,11,0.19,10,30.79,25.6,75,14,29.15,29.97,3812.75,,,,
0.445710945,206.50,12,0,10,31.59,25.96,68.44,10.11,29.15,29.94,4199.5,,,,
0.232064356,206.54,13,0,10,31.63,25,70,10,29.14,29.96,3725.25,,,,
0.110097933,206.58,14,0,10,31.21,25.6,68,10,29.13,29.95,3987.75,,,,
0.288637968,206.63,15,0,10,30.41,26.1,77,9,29.11,29.93,2881.75,,,,
0.599807384,206.67,16,0,10,30.11,26.1,80,9,29.1,29.92,1415.25,,,,
0.232898713,206.71,17,0,10,30.11,26.1,80,7,29.1,29.92,700.25,,,,
0.918359412,207.25,6,0,10,22.01,20.6,90,7,29.19,30.01,246.45,,,,
0.369046369,207.29,7,0,10,23.12,21.1,90,0,29.18,30,586,,,,
0.168982939,207.33,8,0,10,24.03,21.7,85,0,29.2,30.02,1760.75,,,,
0.276666157,207.38,9,0,10,24.45,22.2,85,8,29.22,30.04,1543.5,,,,
0.224602016,207.42,10,0.19,10,25.29,22.2,85,8,29.23,30.05,1467.5,,,,
0.950216855,207.46,11,0.19,10,26.08,22.8,82,7,29.23,30.05,2035.25,,,,
0.165887997,207.50,12,0,10,27.15,22.8,77,6,29.23,30.05,2730.75,,,,
0.593821724,207.54,13,0,10,27.87,23.3,74,7,29.2,30.02,3196.5,,,,
0.285782457,207.58,14,0.44,10,28.02,22.8,72,7,29.19,30.01,3053.75,,,,
0.742499487,207.63,15,0.73,10,27.55,23.13,75,5.67,29.18,30,1311,,,,
0.919747097,207.67,16,1,10,27.78,23.3,74,0,29.18,30,1319.5,,,,
0.213049226,207.71,17,0.75,10,27.5,22.87,72.67,6.33,29.17,29.99,878.25,,,,
0.814185139,208.25,6,1,10,22.26,20.6,84,6,29.23,30.05,75.85,,,,
0.833720884,208.29,7,1,10,23.95,17.8,69,6,29.25,30.07,347.75,,,,
0.555933827,208.33,8,0,10,25.24,18.9,71,8,29.25,30.07,1643.5,,,,
0.368731721,208.38,9,0.83,10,26.49,19.36,61.32,5.76,29.28,30.07,2594.5,,,,
0.092049676,208.42,10,0.71,10,27,19.06,59.19,6.44,29.28,30.07,3108.75,,,,
0.488389193,208.46,11,0.21,10,27.1,19.97,59.47,7.06,29.28,30.07,2544.5,,,,
0.531722187,208.50,12,0.19,10,26.76,20,67,7,29.24,30.06,2625.75,,,,
0.450278776,208.54,13,0,10,26.93,20.6,67,8,29.23,30.05,2446.25,,,,
0.955658597,208.58,14,0,10,27.33,20.6,65,5,29.22,30.04,3591.25,,,,
0.118763379,208.63,15,0,10,27.71,20,61,5,29.2,30.02,3411,,,,
0.591263256,208.67,16,0,10,27.64,20.6,65,7,29.19,30.01,2821.25,,,,
0.446675514,208.71,17,0,10,27.28,21.1,65,5,29.2,30.02,1539,,,,
0.380187542,209.25,6,0,7,20.07,18.9,90,3,29.23,30.05,158.4,,,,
0.852642675,209.29,7,0,9,23.1,20,84,3,29.22,30.04,840.75,,,,
0.314354663,209.33,8,0,10,25.05,21.1,79,7,29.21,30.03,2000.25,,,,
0.996714095,209.38,9,0,10,26.5,21.1,72,7,29.2,30.02,3025.25,,,,
0.880736957,209.42,10,0,10,27.37,21.1,69,7,29.22,30.04,3605,,,,
0.211867389,209.46,11,0,10,27.98,21.1,65,6,29.21,30.03,4292.25,,,,
0.232230724,209.50,12,0,10,28.64,20,57,0,29.21,30.03,4161.5,,,,
0.807521705,209.54,13,0,10,28.68,20,57,5,29.18,30,4387.75,,,,
0.221513553,209.58,14,0.19,10,27.24,21.1,67,6,29.16,29.98,2766.75,,,,
0.092013329,209.63,15,0,10,27.98,21.7,74,5,29.15,29.97,962.75,,,,
0.884280862,209.67,16,0,10,28.51,21.7,65,6,29.13,29.95,2627,,,,
0.768199671,209.71,17,0,10,27.92,21.7,67,5,29.12,29.94,1862,,,,
0.304190655,210.25,6,0.9,6.1,21.95,20.66,88.8,9.6,29.11,29.93,72.45,,,,
0.432604755,210.29,7,0.9,2.15,21.35,20.64,91.8,3.2,29.11,29.93,239.83,,,,
0.850205494,210.33,8,0.75,10,21.8,20,90,5,29.1,29.92,135.53,,,,
0.313839407,210.38,9,0,10,22.5,20.6,87,0,29.1,29.92,708.5,,,,
0.137431235,210.42,10,0,10,25.07,20,76,3,29.1,29.92,1988.5,,,,
0.754942265,210.46,11,0,10,26.43,21.1,74,0,29.08,29.9,4239,,,,
0.29788815,210.50,12,0,10,27.49,21.97,67.77,6.78,29.1,29.89,3597.75,,,,
0.205459908,210.54,13,0.19,10,27.6,22.8,72,6,29.07,29.89,4184,,,,
0.627881348,210.58,14,0.69,10,28.01,22.98,70.22,6,29.09,29.88,3026,,,,
0.756232109,210.63,15,0,10,26.58,22.5,75.5,3,29.06,29.88,1525.75,,,,
0.817103916,210.67,16,0.22,10,25.58,22.5,77,1.5,29.07,29.89,525.75,,,,
0.840550222,210.71,17,0.65,10,25.8,22.13,76.67,7,29.06,29.88,1577.75,,,,
0.598314887,211.25,6,0.88,0.81,20.25,19.7,97,2.75,29.11,29.93,148.05,,,,
0.276227625,211.29,7,0.84,2.5,21.77,21.12,96.6,4.6,29.12,29.94,783,,,,
0.282303823,211.33,8,0.59,7,22.83,21.85,93.5,3,29.12,29.94,1820.25,,,,
0.545512759,211.38,9,0.09,10,24.27,21.7,85,5.5,29.13,29.95,1814.5,,,,
0.117729571,211.42,10,0,10,25.07,22.2,85,7,29.13,29.95,1367.25,,,,
0.530326546,211.46,11,0.94,10,26.18,22.79,76.67,6,29.15,29.94,2478.25,,,,
0.140342664,211.50,12,0.75,10,26.3,20.8,69,6,29.12,29.94,3675.75,,,,
0.995279437,211.54,13,0.47,10,26.8,21.1,68,9.5,29.11,29.93,3881.75,,,,
0.57910868,211.58,14,0.44,10,27.07,21.9,71.45,10.44,29.11,29.9,3649.25,,,,
0.864496919,211.63,15,0.44,10,26.86,20,63,9,29.08,29.9,2857.5,,,,
0.303033007,211.67,16,0,10,26.7,20,63,6,29.09,29.91,2394.25,,,,
0.360535632,211.71,17,0,10,25.56,20,67,7,29.1,29.92,1841.5,,,,
0.120656002,212.25,6,0,7,18.85,17.8,97,5,29.14,29.96,136,,,,
0.299595456,212.29,7,0.09,10,20.61,19.15,88.5,6,29.16,29.98,830.75,,,,
0.951013587,212.33,8,0.75,10,21.05,20,87,7,29.16,29.98,2035.75,,,,
0.250278018,212.38,9,0.75,10,21.69,20,84,7,29.16,29.98,2441.25,,,,
0.589193923,212.42,10,1,10,22.75,20,81.5,9.5,29.18,30,1988.5,,,,
0.906345908,212.46,11,0.88,9,23.69,20,83,6.5,29.18,30,2525.25,,,,
0.401474952,212.50,12,0.59,9.5,25.23,19.7,75,6,29.17,29.99,3330.75,,,,
0.733245635,212.54,13,0.02,10,26.18,20.82,68.78,5.11,29.18,29.97,4573.5,,,,
0.195777034,212.58,14,0.44,10,26.29,19.4,65,7,29.15,29.97,3658.25,,,,
0.423224873,212.63,15,0.44,10,25.85,20,65,8,29.14,29.96,3459.25,,,,
0.526860232,212.67,16,0,10,25.82,19.4,65,9,29.13,29.95,2094.5,,,,
0.056576678,212.71,17,0.44,10,25.24,20,69,6,29.14,29.96,1684.75,,,,
0.472260249,213.25,6,0,4,18.87,18.3,93,5,29.21,30.03,164.93,,,,
0.932834906,213.29,7,0.09,7,20.78,20.2,88.5,4,29.23,30.05,818,,,,
0.800094653,213.33,8,0.09,8.5,22.76,20.6,83,3,29.22,30.04,1934.25,,,,
0.07059528,213.38,9,0,10,24.31,21.1,77,6,29.22,30.04,3015.5,,,,
0.320483288,213.42,10,0.19,10,25.38,20.6,69,7,29.23,30.05,3800.75,,,,
0.128957044,213.46,11,0.44,10,25.92,19.4,63,5,29.24,30.06,2883.25,,,,
0.433214559,213.50,12,0.19,10,26.49,19.4,63,6,29.23,30.05,2271,,,,
0.113364566,213.54,13,0.44,10,26.87,20,63,3,29.23,30.05,2177.5,,,,
0.0611545,213.58,14,0.75,10,27.39,20,65,5,29.23,30.05,2786.5,,,,
0.206860466,213.63,15,0.75,10,27.42,20.6,63,6,29.21,30.03,1201.25,,,,
0.604907649,213.67,16,0.19,10,26.88,20,65,7,29.19,30.01,1685.75,,,,
0.865604559,213.71,17,0,10,26.78,20.6,67,8,29.19,30.01,1215,,,,
0.985368361,214.25,6,0,3,20.69,19.4,97,6,29.24,30.06,163.33,,,,
0.646843097,214.29,7,0,4,21.7,20,93,7,29.25,30.07,577.5,,,,
0.599190894,214.33,8,0,6,22.87,20.6,90,8,29.24,30.06,1000.25,,,,
0.599722193,214.38,9,0,9,24.23,21.1,85,5,29.26,30.08,1630.75,,,,
0.45602484,214.42,10,0,10,26.14,21.7,79,7,29.26,30.08,2799.75,,,,
0.280429049,214.46,11,0.67,10,27.01,22.09,74.33,0.77,29.3,30.09,4244.5,,,,
0.37692069,214.50,12,0.65,10,27.76,21.7,68.33,5.67,29.25,30.07,3467,,,,
0.734622576,214.54,13,0.44,10,26.03,22.2,70,8,29.25,30.07,2170.25,,,,
0.584721551,214.58,14,1,10,27.61,21.7,72,7,29.23,30.05,2259.5,,,,
0.610390588,214.63,15,0.19,10,28.22,20.6,61,7,29.21,30.03,3060.25,,,,
0.971592412,214.67,16,0.19,10,28.24,21.1,65,7,29.21,30.03,2724.25,,,,
0.022675296,214.71,17,0,10,27.22,20.6,63,8,29.19,30.01,1503.5,,,,
0.414068228,215.25,6,0,8,20.83,19.4,87,3,29.26,30.08,293.25,,,,
0.98405997,215.29,7,0,8,22.53,20,87,5,29.27,30.09,792.25,,,,
0.530090695,215.33,8,0,9,24.03,21.1,85,0,29.28,30.1,1093.5,,,,
0.727940099,215.38,9,0.44,10,26,21.97,68.32,3,29.31,30.11,1914,,,,
0.589634646,215.42,10,0.94,10,26.94,21.97,67.77,0.33,29.33,30.12,2871.75,,,,
0.550554225,215.46,11,0.75,10,27.19,21.7,69,5,29.3,30.12,3377.75,,,,
0.102309676,215.50,12,0,10,27.43,21.1,67,5,29.29,30.11,3170.75,,,,
0.57381995,215.54,13,0.91,10,28.69,21.99,61.88,1.08,29.29,30.08,2601.25,,,,
0.437772924,215.58,14,0.69,10,28.63,21.51,59.47,2.83,29.28,30.07,2128.25,,,,
0.201277505,215.63,15,0.19,10,27.75,22.2,70,5,29.24,30.06,2862.25,,,,
0.825756082,215.67,16,0.19,10,27.68,22.2,72,7,29.23,30.05,1963.25,,,,
0.854421598,215.71,17,0,10,26.79,22.2,72,7,29.21,30.03,1530.25,,,,
0.375109059,216.25,6,0,4,21.65,21.7,93,5,29.24,30.06,307.25,,,,
0.377338481,216.29,7,0.19,6,23.87,22.2,90,5,29.25,30.07,597.25,,,,
0.529346858,216.33,8,0.08,10,25.9,21.9,74.88,6.11,29.29,30.08,1304,,,,
0.159332863,216.38,9,0.75,10,26.88,21.1,69,8,29.26,30.08,2165.25,,,,
0.653071954,216.42,10,0.62,10,28.37,21.99,68.6,6.08,29.29,30.08,3386.5,,,,
0.622900261,216.46,11,0.01,10,29.43,21.54,59.47,6,29.27,30.06,4196,,,,
0.284805901,216.50,12,0.01,10,29.89,22.05,59.35,5.65,29.27,30.06,4126,,,,
0.841678627,216.54,13,0.19,10,29.6,22.2,65,8,29.22,30.04,3474,,,,
0.013760787,216.58,14,0,10,29.64,22.2,65,7,29.21,30.03,4076,,,,
0.933226951,216.63,15,0.22,10,30.22,22.01,56.52,4.53,29.23,30.02,3087.25,,,,
0.117067013,216.67,16,0,10,29.05,22.2,63,7,29.2,30.02,2056.75,,,,
0.066723732,216.71,17,0.39,10,28.19,22.02,59.66,5.33,29.21,30,1194.5,,,,
0.0295406,217.25,6,0,9.88,21.72,19.53,79.64,1.59,29.22,30.01,86.23,,,,
0.395701492,217.29,7,0,9,23.68,20.6,82,6,29.19,30.01,523,,,,
0.679492715,217.33,8,0,10,25.68,20.6,69,0,29.2,30.02,1263.5,,,,
0.971998309,217.38,9,0,10,27.92,21.92,66.77,0,29.21,30,1958.75,,,,
0.277238454,217.42,10,0,10,28.51,21.7,63,0,29.18,30,2477.5,,,,
0.437712605,217.46,11,0,10,29.37,22.91,61.22,3.22,29.2,29.99,3381,,,,
0.402190979,217.50,12,0.47,10,29.9,23.03,58.21,3,29.19,29.98,2146.5,,,,
0.700371052,217.54,13,0.41,10,30.18,22.98,57.88,2.67,29.17,29.96,3486.5,,,,
0.021661499,217.58,14,0.39,10,30.12,23.92,64.78,5.67,29.17,29.96,2960.5,,,,
0.303431375,217.63,15,0.41,10,30.47,23.03,57.88,0.55,29.15,29.94,3385,,,,
0.60045536,217.67,16,0,10,30.56,22.99,57.23,5.65,29.15,29.94,3026.75,,,,
0.24433588,217.71,17,0,10,29.74,24.43,69.88,3.94,29.13,29.93,1984.25,,,,
0.413085869,218.25,6,0.02,10,22.49,21.85,90,0.66,29.14,29.93,184.33,,,,
0.179499974,218.29,7,0,10,23.65,20.6,84,0,29.12,29.94,858.25,,,,
0.376155252,218.33,8,0,10,25.28,21.1,77,0,29.12,29.94,1921.5,,,,
0.904957144,218.38,9,0.25,10,26.46,22.6,75.84,5.12,29.16,29.95,2953.5,,,,
0.423870046,218.42,10,0.82,10,26.69,22.95,76.8,6,29.17,29.96,2945.5,,,,
